Date,Domain,Location,Value,Transaction_count,domain_index,location_index,features,scaled_features
01/01/2022,RESTRAUNT,Goa,446247,680,5.0,6.0,"[446247.0,680.0]","[0.16354962338800327,0.1303538175046555]"
01/01/2022,RETAIL,Kota,892909,708,6.0,31.0,"[892909.0,708.0]","[0.6577278480452465,0.14338919925512103]"
01/01/2022,INVESTMENTS,Ambala,1175105,1636,2.0,3.0,"[1175105.0,1636.0]","[0.9699440613908533,0.5754189944134078]"
01/01/2022,PUBLIC,Pune,1200740,1365,1.0,14.0,"[1200740.0,1365.0]","[0.9983061311193917,0.44925512104283055]"
01/01/2022,RETAIL,Jaipur,709179,926,6.0,39.0,"[709179.0,926.0]","[0.4544525185650684,0.24487895716945995]"
01/01/2022,RESTRAUNT,Delhi,626659,1859,5.0,35.0,"[626659.0,1859.0]","[0.3631539816429311,0.6792364990689013]"
01/01/2022,MEDICAL,Ajmer,329604,1674,4.0,5.0,"[329604.0,1674.0]","[0.03449805719545764,0.5931098696461825]"
01/01/2022,RESTRAUNT,Mathura,1086317,874,5.0,42.0,"[1086317.0,874.0]","[0.8717107301227639,0.2206703910614525]"
01/01/2022,EDUCATION,Betul,542048,772,3.0,17.0,"[542048.0,772.0]","[0.26954200263761163,0.17318435754189945]"
01/01/2022,INTERNATIONAL,Varanasi,1029463,658,0.0,21.0,"[1029463.0,658.0]","[0.8088085607314504,0.12011173184357542]"
01/01/2022,EDUCATION,Mathura,961691,1265,3.0,42.0,"[961691.0,1265.0]","[0.7338269266513838,0.4027001862197393]"
01/01/2022,RETAIL,Mathura,1113733,1615,6.0,42.0,"[1113733.0,1615.0]","[0.9020432639116311,0.5656424581005587]"
01/01/2022,RESTRAUNT,Bokaro,685193,1190,5.0,0.0,"[685193.0,1190.0]","[0.4279148706419663,0.36778398510242083]"
01/01/2022,INVESTMENTS,Madurai,795312,1121,2.0,44.0,"[795312.0,1121.0]","[0.5497484090245263,0.3356610800744879]"
01/01/2022,RETAIL,Trichy,431071,945,6.0,36.0,"[431071.0,945.0]","[0.14675918959825102,0.2537243947858473]"
01/01/2022,EDUCATION,Mathura,749368,1337,3.0,42.0,"[749368.0,1337.0]","[0.49891685327621454,0.43621973929236496]"
01/01/2022,INVESTMENTS,Varanasi,446077,404,2.0,21.0,"[446077.0,404.0]","[0.16336153866579337,0.00186219739292365]"
01/01/2022,MEDICAL,Konark,880411,2026,4.0,25.0,"[880411.0,2026.0]","[0.64390030182066,0.7569832402234636]"
01/01/2022,EDUCATION,Lunglei,1072485,2254,3.0,8.0,"[1072485.0,2254.0]","[0.856407272019189,0.8631284916201117]"
01/01/2022,RETAIL,Madurai,519240,516,6.0,44.0,"[519240.0,516.0]","[0.24430767120135244,0.054003724394785846]"
01/01/2022,RETAIL,Bhopal,395272,1123,6.0,2.0,"[395272.0,1123.0]","[0.10715186624299661,0.3365921787709497]"
01/01/2022,INVESTMENTS,Lucknow,1043330,1840,2.0,43.0,"[1043330.0,1840.0]","[0.8241507421601861,0.6703910614525139]"
01/01/2022,MEDICAL,Bombay,724189,709,4.0,18.0,"[724189.0,709.0]","[0.4710592931554863,0.14385474860335196]"
01/01/2022,MEDICAL,Banglore,607846,492,4.0,15.0,"[607846.0,492.0]","[0.3423396411786052,0.042830540037243944]"
01/01/2022,PUBLIC,Trichy,657262,513,1.0,36.0,"[657262.0,513.0]","[0.39701255078287495,0.05260707635009311]"
01/01/2022,MEDICAL,Varanasi,393548,2352,4.0,21.0,"[393548.0,2352.0]","[0.10524446588364415,0.9087523277467412]"
01/01/2022,INVESTMENTS,Tirumala,758597,1008,2.0,22.0,"[758597.0,1008.0]","[0.5091276409307759,0.28305400372439476]"
01/01/2022,RESTRAUNT,Patiala,418446,1313,5.0,10.0,"[418446.0,1313.0]","[0.1327911330223666,0.4250465549348231]"
01/01/2022,INVESTMENTS,Kannur,326873,481,2.0,29.0,"[326873.0,481.0]","[0.03147653145219107,0.03770949720670391]"
01/01/2022,INVESTMENTS,Bombay,946683,1518,2.0,18.0,"[946683.0,1518.0]","[0.7172223648224038,0.5204841713221602]"
01/01/2022,INTERNATIONAL,Bhind,734150,2057,0.0,13.0,"[734150.0,2057.0]","[0.48207995149626925,0.771415270018622]"
01/01/2022,RETAIL,Durg,1020524,2468,6.0,4.0,"[1020524.0,2468.0]","[0.7989186234853648,0.962756052141527]"
01/01/2022,MEDICAL,Buxar,1005630,1380,4.0,45.0,"[1005630.0,1380.0]","[0.7824401890583372,0.45623836126629425]"
01/01/2022,RESTRAUNT,Goa,1119741,708,5.0,6.0,"[1119741.0,708.0]","[0.9086903992706737,0.14338919925512103]"
01/01/2022,INVESTMENTS,Durg,914436,1841,2.0,4.0,"[914436.0,1841.0]","[0.681544905780618,0.6708566108007449]"
01/01/2022,MEDICAL,Ambala,723995,1997,4.0,3.0,"[723995.0,1997.0]","[0.4708446552960232,0.7434823091247672]"
01/01/2022,INTERNATIONAL,Kannur,709399,1555,0.0,29.0,"[709399.0,1555.0]","[0.4546959223232225,0.5377094972067039]"
01/01/2022,EDUCATION,Tirumala,1185469,2342,3.0,22.0,"[1185469.0,2342.0]","[0.9814105911613457,0.904096834264432]"
01/01/2022,MEDICAL,Goa,315127,1796,4.0,6.0,"[315127.0,1796.0]","[0.018480983528203855,0.6499068901303539]"
01/01/2022,INTERNATIONAL,Ajmer,837848,508,0.0,5.0,"[837848.0,508.0]","[0.5968094192828882,0.05027932960893855]"
01/01/2022,PUBLIC,Indore,655300,2534,1.0,40.0,"[655300.0,2534.0]","[0.3948418318124286,0.9934823091247672]"
01/01/2022,MEDICAL,Kanpur,972989,873,4.0,28.0,"[972989.0,873.0]","[0.746326816013312,0.2202048417132216]"
01/01/2022,INTERNATIONAL,Madurai,1139265,2451,0.0,44.0,"[1139265.0,2451.0]","[0.9302913764261247,0.9548417132216015]"
01/01/2022,RESTRAUNT,Tirumala,1074555,2178,5.0,22.0,"[1074555.0,2178.0]","[0.8586974801072746,0.8277467411545624]"
01/01/2022,INVESTMENTS,Ludhiana,675467,1159,2.0,24.0,"[675467.0,1159.0]","[0.41715421177012063,0.35335195530726254]"
01/01/2022,PUBLIC,Kullu,405941,658,1.0,7.0,"[405941.0,658.0]","[0.11895584213274797,0.12011173184357542]"
01/01/2022,INVESTMENTS,Lucknow,489587,1445,2.0,43.0,"[489587.0,1445.0]","[0.21150016374434638,0.4864990689013035]"
01/01/2022,MEDICAL,Ajmer,414222,532,4.0,5.0,"[414222.0,532.0]","[0.1281177808658093,0.061452513966480445]"
01/01/2022,MEDICAL,Ahmedabad,839237,660,4.0,32.0,"[839237.0,660.0]","[0.5983461821014152,0.12104283054003724]"
01/01/2022,MEDICAL,Amritsar,787427,2460,4.0,19.0,"[787427.0,2460.0]","[0.5410245970561421,0.9590316573556797]"
01/01/2022,INTERNATIONAL,Ranchi,941904,959,0.0,16.0,"[941904.0,959.0]","[0.7119349713668669,0.2602420856610801]"
01/01/2022,RESTRAUNT,Lunglei,906745,1497,5.0,8.0,"[906745.0,1497.0]","[0.673035731671697,0.5107076350093109]"
01/01/2022,RETAIL,Delhi,986928,2413,6.0,35.0,"[986928.0,2413.0]","[0.7617486568538072,0.9371508379888268]"
01/01/2022,EDUCATION,Indore,383275,1643,3.0,40.0,"[383275.0,1643.0]","[0.09387861675857002,0.5786778398510242]"
01/01/2022,RESTRAUNT,Madurai,1166847,1600,5.0,44.0,"[1166847.0,1600.0]","[0.9608075694143262,0.5586592178770949]"
01/01/2022,EDUCATION,Buxar,328211,2297,3.0,45.0,"[328211.0,2297.0]","[0.032956868854055105,0.883147113594041]"
01/01/2022,PUBLIC,Kota,971740,1117,1.0,31.0,"[971740.0,1117.0]","[0.7449449464954284,0.33379888268156427]"
01/01/2022,INVESTMENTS,Bikaner,1135692,449,2.0,41.0,"[1135692.0,449.0]","[0.9263382781175595,0.02281191806331471]"
01/01/2022,EDUCATION,Pune,630343,2280,3.0,14.0,"[630343.0,2280.0]","[0.36722988821129215,0.8752327746741154]"
01/01/2022,RETAIL,Indore,1149352,1844,6.0,40.0,"[1149352.0,1844.0]","[0.9414514387374868,0.6722532588454376]"
01/01/2022,INTERNATIONAL,Bidar,523820,1287,0.0,37.0,"[523820.0,1287.0]","[0.2493748948938317,0.4129422718808194]"
01/01/2022,RETAIL,Ahmedabad,523233,2305,6.0,32.0,"[523233.0,2305.0]","[0.248725449411848,0.8868715083798883]"
01/01/2022,INTERNATIONAL,Hyderabad,934717,1624,0.0,34.0,"[934717.0,1624.0]","[0.7039834131402625,0.5698324022346368]"
01/01/2022,MEDICAL,Bokaro,966967,1053,4.0,0.0,"[966967.0,1053.0]","[0.7396641913242049,0.30400372439478585]"
01/01/2022,MEDICAL,Indore,993003,920,4.0,40.0,"[993003.0,920.0]","[0.768469919721015,0.24208566108007448]"
01/01/2022,MEDICAL,Kochin,815043,445,4.0,30.0,"[815043.0,445.0]","[0.5715784069887857,0.02094972067039106]"
01/01/2022,PUBLIC,Ajmer,1201700,1876,1.0,5.0,"[1201700.0,1876.0]","[0.9993682566095183,0.6871508379888268]"
01/01/2022,EDUCATION,Betul,778423,980,3.0,17.0,"[778423.0,980.0]","[0.5310627450633292,0.27001862197392923]"
01/01/2022,INTERNATIONAL,Ranchi,314259,424,0.0,16.0,"[314259.0,424.0]","[0.017520645064214337,0.0111731843575419]"
01/01/2022,EDUCATION,Varanasi,1017895,1135,3.0,21.0,"[1017895.0,1135.0]","[0.7960099485754242,0.34217877094972066]"
01/01/2022,PUBLIC,Kullu,509165,2064,1.0,7.0,"[509165.0,2064.0]","[0.23316088545861693,0.7746741154562383]"
01/01/2022,INVESTMENTS,Bhopal,800635,1418,2.0,2.0,"[800635.0,1418.0]","[0.5556376735911348,0.4739292364990689]"
01/01/2022,RETAIL,Trichy,867043,1507,6.0,36.0,"[867043.0,1507.0]","[0.6291102043706464,0.5153631284916201]"
01/01/2022,INVESTMENTS,Amritsar,323781,2506,2.0,19.0,"[323781.0,2506.0]","[0.02805560226940813,0.9804469273743017]"
01/01/2022,EDUCATION,Jaipur,1055058,1259,3.0,39.0,"[1055058.0,1259.0]","[0.8371263752312336,0.3999068901303538]"
01/01/2022,PUBLIC,Kochin,461632,1918,1.0,30.0,"[461632.0,1918.0]","[0.18057129074800188,0.7067039106145251]"
01/01/2022,EDUCATION,Mon,808722,1499,3.0,26.0,"[808722.0,1499.0]","[0.564584974464733,0.5116387337057728]"
01/01/2022,RESTRAUNT,Daman,642555,1747,5.0,12.0,"[642555.0,1747.0]","[0.38074100955027834,0.6270949720670391]"
01/01/2022,INVESTMENTS,Lucknow,885430,932,2.0,43.0,"[885430.0,932.0]","[0.6494532266487285,0.24767225325884543]"
01/01/2022,RETAIL,Kullu,569712,1278,6.0,7.0,"[569712.0,1278.0]","[0.30014891884476147,0.40875232774674114]"
01/01/2022,RESTRAUNT,Vellore,605056,929,5.0,23.0,"[605056.0,929.0]","[0.33925283897292463,0.2462756052141527]"
01/01/2022,MEDICAL,Doda,1013598,1008,4.0,11.0,"[1013598.0,1008.0]","[0.7912558306263885,0.28305400372439476]"
01/01/2022,RETAIL,Ludhiana,325652,1756,6.0,24.0,"[325652.0,1756.0]","[0.03012564059443623,0.6312849162011173]"
01/01/2022,MEDICAL,Durg,443242,414,4.0,4.0,"[443242.0,414.0]","[0.16022494932776307,0.006517690875232775]"
01/01/2022,PUBLIC,Bhuj,1177741,1460,1.0,1.0,"[1177741.0,1460.0]","[0.972860480965826,0.4934823091247672]"
01/01/2022,MEDICAL,Durg,1063640,1689,4.0,4.0,"[1063640.0,1689.0]","[0.8466213345606783,0.6000931098696461]"
01/01/2022,MEDICAL,Bidar,637618,1838,4.0,37.0,"[637618.0,1838.0]","[0.3752788079411582,0.6694599627560521]"
01/01/2022,RETAIL,Kolkata,902987,847,6.0,27.0,"[902987.0,847.0]","[0.6688779529301386,0.20810055865921787]"
01/01/2022,MEDICAL,Daman,526908,2250,4.0,12.0,"[526908.0,2250.0]","[0.2527913985537391,0.861266294227188]"
01/01/2022,INVESTMENTS,Pune,827886,1116,2.0,14.0,"[827886.0,1116.0]","[0.5857876545613864,0.3333333333333333]"
01/01/2022,EDUCATION,Ludhiana,960421,651,3.0,24.0,"[960421.0,651.0]","[0.7324218231384038,0.11685288640595903]"
01/01/2022,EDUCATION,Bombay,1110509,1901,3.0,18.0,"[1110509.0,1901.0]","[0.8984762924739558,0.6987895716945997]"
01/01/2022,RESTRAUNT,Konark,661504,2405,5.0,25.0,"[661504.0,2405.0]","[0.40170581779237213,0.9334264432029795]"
01/01/2022,MEDICAL,Pune,1028175,1179,4.0,14.0,"[1028175.0,1179.0]","[0.8073835423655304,0.36266294227188084]"
01/01/2022,RESTRAUNT,Daman,876509,1083,5.0,12.0,"[876509.0,1083.0]","[0.6395832042555828,0.31797020484171323]"
01/01/2022,PUBLIC,Konark,575101,1339,1.0,25.0,"[575101.0,1339.0]","[0.30611120453881624,0.4371508379888268]"
01/01/2022,PUBLIC,Lucknow,551233,789,1.0,43.0,"[551233.0,789.0]","[0.2797041095405422,0.18109869646182494]"
01/01/2022,INTERNATIONAL,Patiala,378762,2439,0.0,10.0,"[378762.0,2439.0]","[0.08888552057425585,0.9492551210428305]"
01/01/2022,INTERNATIONAL,Lucknow,402963,406,0.0,43.0,"[402963.0,406.0]","[0.11566104035191757,0.002793296089385475]"
01/01/2022,EDUCATION,Kannur,657673,2412,3.0,29.0,"[657673.0,2412.0]","[0.3974672732583355,0.9366852886405959]"
01/01/2022,MEDICAL,Patiala,861924,1546,4.0,10.0,"[861924.0,1546.0]","[0.6234466414706897,0.5335195530726257]"
01/01/2022,RETAIL,Kota,762923,646,6.0,31.0,"[762923.0,646.0]","[0.5139138439206592,0.11452513966480447]"
01/01/2022,EDUCATION,Akola,656366,438,3.0,33.0,"[656366.0,438.0]","[0.39602123365875674,0.017690875232774673]"
01/01/2022,RETAIL,Ajmer,905278,2051,6.0,5.0,"[905278.0,2051.0]","[0.6714126711570971,0.7686219739292365]"
01/01/2022,MEDICAL,Banglore,1164796,1496,4.0,15.0,"[1164796.0,1496.0]","[0.9585383825598994,0.5102420856610801]"
01/01/2022,RESTRAUNT,Akola,598576,776,5.0,33.0,"[598576.0,776.0]","[0.3320834919145697,0.1750465549348231]"
01/01/2022,MEDICAL,Kanpur,1071323,594,4.0,28.0,"[1071323.0,594.0]","[0.8551216576238482,0.09031657355679702]"
01/01/2022,EDUCATION,Konark,814661,475,3.0,25.0,"[814661.0,475.0]","[0.5711557695541728,0.034916201117318434]"
01/01/2022,RESTRAUNT,Ambala,495656,1920,5.0,3.0,"[495656.0,1920.0]","[0.21821478832724084,0.707635009310987]"
01/01/2022,INVESTMENTS,Patiala,813602,1964,2.0,10.0,"[813602.0,1964.0]","[0.5699841123728768,0.7281191806331471]"
01/01/2022,INTERNATIONAL,Mon,863049,950,0.0,26.0,"[863049.0,950.0]","[0.6246913197794319,0.25605214152700184]"
01/01/2022,EDUCATION,Kanpur,585763,2142,3.0,28.0,"[585763.0,2142.0]","[0.3179074357635354,0.8109869646182495]"
01/01/2022,RETAIL,Bombay,524188,1727,6.0,18.0,"[524188.0,1727.0]","[0.24978204299838025,0.6177839851024208]"
01/01/2022,INTERNATIONAL,Bikaner,1020126,1077,0.0,41.0,"[1020126.0,1077.0]","[0.7984782839592497,0.31517690875232773]"
01/01/2022,MEDICAL,Srinagar,467387,592,4.0,20.0,"[467387.0,592.0]","[0.1869385117851674,0.0893854748603352]"
01/01/2022,PUBLIC,Lunglei,729681,1529,1.0,8.0,"[729681.0,1529.0]","[0.4771355360635859,0.5256052141527002]"
01/01/2022,INTERNATIONAL,Kannur,728681,971,0.0,29.0,"[728681.0,971.0]","[0.47602915534470397,0.26582867783985104]"
01/01/2022,INVESTMENTS,Kullu,841942,1071,2.0,7.0,"[841942.0,1071.0]","[0.6013389419459909,0.3123836126629423]"
01/01/2022,INTERNATIONAL,Lunglei,1185941,1799,0.0,8.0,"[1185941.0,1799.0]","[0.981932802860658,0.6513035381750466]"
01/01/2022,MEDICAL,Kolkata,1131521,1256,4.0,27.0,"[1131521.0,1256.0]","[0.921723564139103,0.3985102420856611]"
01/01/2022,MEDICAL,Surat,708963,1037,4.0,38.0,"[708963.0,1037.0]","[0.45421354032978994,0.29655493482309125]"
01/01/2022,INTERNATIONAL,Bikaner,486057,2321,0.0,41.0,"[486057.0,2321.0]","[0.20759463980669315,0.8943202979515829]"
01/01/2022,RETAIL,Bombay,640885,1283,6.0,18.0,"[640885.0,1283.0]","[0.37889335374974553,0.41108007448789574]"
01/01/2022,PUBLIC,Ajmer,886347,2157,1.0,5.0,"[886347.0,2157.0]","[0.6504677777679433,0.8179702048417132]"
01/01/2022,RETAIL,Kota,313001,997,6.0,31.0,"[313001.0,997.0]","[0.01612881811986086,0.2779329608938547]"
01/01/2022,RESTRAUNT,Surat,311492,2256,5.0,38.0,"[311492.0,2256.0]","[0.01445928961506802,0.8640595903165735]"
01/01/2022,RETAIL,Ranchi,969353,1788,6.0,16.0,"[969353.0,1788.0]","[0.7423040157194573,0.6461824953445066]"
01/01/2022,RETAIL,Ludhiana,511645,1769,6.0,24.0,"[511645.0,1769.0]","[0.2359047096414441,0.6373370577281192]"
01/01/2022,RETAIL,Tirumala,384108,2476,6.0,22.0,"[384108.0,2476.0]","[0.09480023189739867,0.9664804469273743]"
01/01/2022,EDUCATION,Akola,1133752,1345,3.0,33.0,"[1133752.0,1345.0]","[0.9241918995229286,0.4399441340782123]"
01/01/2022,INTERNATIONAL,Bokaro,804195,2056,0.0,0.0,"[804195.0,2056.0]","[0.5595763889503544,0.770949720670391]"
01/01/2022,RESTRAUNT,Srinagar,1030099,2449,5.0,20.0,"[1030099.0,2449.0]","[0.8095122188686593,0.9539106145251397]"
01/01/2022,RESTRAUNT,Kolkata,611154,2047,5.0,27.0,"[611154.0,2047.0]","[0.34599954859666665,0.7667597765363129]"
01/01/2022,MEDICAL,Kota,848083,705,4.0,31.0,"[848083.0,705.0]","[0.6081332259406449,0.1419925512104283]"
01/01/2022,RESTRAUNT,Kannur,789849,1335,5.0,29.0,"[789849.0,1335.0]","[0.5437042511572742,0.43528864059590316]"
01/01/2022,INTERNATIONAL,Lunglei,400501,2405,0.0,8.0,"[400501.0,2405.0]","[0.11293713102203025,0.9334264432029795]"
01/01/2022,RETAIL,Varanasi,1097116,1178,6.0,21.0,"[1097116.0,1178.0]","[0.88365853550597,0.3621973929236499]"
01/01/2022,EDUCATION,Indore,385344,1268,3.0,40.0,"[385344.0,1268.0]","[0.09616771846593675,0.40409683426443205]"
01/01/2022,INVESTMENTS,Banglore,1187208,857,2.0,15.0,"[1187208.0,857.0]","[0.9833345872314814,0.212756052141527]"
01/01/2022,MEDICAL,Jaipur,1067556,985,4.0,39.0,"[1067556.0,985.0]","[0.8509539214558199,0.2723463687150838]"
01/01/2022,MEDICAL,Amritsar,949326,914,4.0,19.0,"[949326.0,914.0]","[0.7201465290624087,0.239292364990689]"
01/01/2022,INTERNATIONAL,Kolkata,848868,1957,0.0,27.0,"[848868.0,1957.0]","[0.6090017348049672,0.7248603351955307]"
01/01/2022,INTERNATIONAL,Surat,635714,2018,0.0,38.0,"[635714.0,2018.0]","[0.37317225905240703,0.7532588454376163]"
01/01/2022,RETAIL,Kochin,918058,2057,6.0,30.0,"[918058.0,2057.0]","[0.6855522167444084,0.771415270018622]"
01/01/2022,EDUCATION,Lucknow,802544,1942,3.0,43.0,"[802544.0,1942.0]","[0.5577497543834804,0.7178770949720671]"
01/01/2022,RETAIL,Mathura,875269,1189,6.0,42.0,"[875269.0,1189.0]","[0.6382112921641692,0.36731843575418993]"
01/01/2022,INTERNATIONAL,Goa,1037933,1554,0.0,6.0,"[1037933.0,1554.0]","[0.8181796054203804,0.537243947858473]"
01/01/2022,MEDICAL,Konark,1047244,2121,4.0,25.0,"[1047244.0,2121.0]","[0.8284811162938901,0.8012104283054003]"
01/01/2022,INVESTMENTS,Betul,703914,2027,2.0,17.0,"[703914.0,2027.0]","[0.44862742408015505,0.7574487895716946]"
01/01/2022,PUBLIC,Bokaro,608995,1454,1.0,0.0,"[608995.0,1454.0]","[0.34361087262460055,0.49068901303538176]"
01/01/2022,RETAIL,Hyderabad,804840,1638,6.0,34.0,"[804840.0,1638.0]","[0.5602900045140333,0.5763500931098696]"
01/01/2022,PUBLIC,Kota,725911,1384,1.0,31.0,"[725911.0,1384.0]","[0.472964480753401,0.4581005586592179]"
01/01/2022,PUBLIC,Mathura,375122,641,1.0,42.0,"[375122.0,641.0]","[0.0848582947575256,0.1121973929236499]"
01/01/2022,PUBLIC,Kannur,883981,1191,1.0,29.0,"[883981.0,1191.0]","[0.6478500809870685,0.3682495344506518]"
01/01/2022,PUBLIC,Mathura,907642,2485,1.0,42.0,"[907642.0,2485.0]","[0.674028155176534,0.9706703910614525]"
01/01/2022,INTERNATIONAL,Buxar,989268,2089,0.0,45.0,"[989268.0,2089.0]","[0.7643375877359909,0.7863128491620112]"
01/01/2022,RETAIL,Bhopal,1012174,1908,6.0,2.0,"[1012174.0,1908.0]","[0.7896803444827006,0.702048417132216]"
01/01/2022,PUBLIC,Betul,657179,1912,1.0,17.0,"[657179.0,1912.0]","[0.39692072118320776,0.7039106145251397]"
01/01/2022,INVESTMENTS,Srinagar,698462,1699,2.0,20.0,"[698462.0,1699.0]","[0.4425954364008107,0.6047486033519553]"
01/01/2022,INTERNATIONAL,Madurai,532709,1213,0.0,44.0,"[532709.0,1213.0]","[0.2592095131039732,0.3784916201117318]"
01/01/2022,EDUCATION,Pune,319191,1381,3.0,14.0,"[319191.0,1381.0]","[0.022977314769740045,0.45670391061452514]"
01/01/2022,INTERNATIONAL,Vellore,635862,1261,0.0,23.0,"[635862.0,1261.0]","[0.3733360033988015,0.40083798882681565]"
01/01/2022,RESTRAUNT,Madurai,719705,1722,5.0,44.0,"[719705.0,1722.0]","[0.4660982820120197,0.6154562383612663]"
01/01/2022,INTERNATIONAL,Ajmer,755336,827,0.0,5.0,"[755336.0,827.0]","[0.5055197334065019,0.19878957169459963]"
01/01/2022,EDUCATION,Bikaner,1025969,1836,3.0,41.0,"[1025969.0,1836.0]","[0.8049428664996768,0.6685288640595903]"
01/01/2022,PUBLIC,Bidar,890961,1377,1.0,37.0,"[890961.0,1377.0]","[0.6555726184048645,0.4548417132216015]"
01/01/2022,RESTRAUNT,Patiala,583148,594,5.0,10.0,"[583148.0,594.0]","[0.3150142501836592,0.09031657355679702]"
01/01/2022,RETAIL,Vellore,1086405,1835,6.0,23.0,"[1086405.0,1835.0]","[0.8718080916260256,0.6680633147113594]"
01/01/2022,MEDICAL,Kannur,1113774,1688,4.0,29.0,"[1113774.0,1688.0]","[0.9020886255211052,0.5996275605214153]"
01/01/2022,MEDICAL,Kolkata,639006,461,4.0,27.0,"[639006.0,461.0]","[0.3768144643789664,0.028398510242085662]"
01/01/2022,RETAIL,Mon,739463,2116,6.0,26.0,"[739463.0,2116.0]","[0.487958152255689,0.7988826815642458]"
01/01/2022,INTERNATIONAL,Ajmer,1134848,519,0.0,5.0,"[1134848.0,519.0]","[0.9254044927908232,0.05540037243947858]"
01/01/2022,MEDICAL,Ahmedabad,371822,818,4.0,32.0,"[371822.0,818.0]","[0.08120723838521521,0.1945996275605214]"
01/01/2022,RESTRAUNT,Delhi,993485,2254,5.0,35.0,"[993485.0,2254.0]","[0.769003195227516,0.8631284916201117]"
01/01/2022,RESTRAUNT,Varanasi,993656,691,5.0,21.0,"[993656.0,691.0]","[0.7691923863304448,0.13547486033519554]"
01/01/2022,RETAIL,Surat,718159,2070,6.0,38.0,"[718159.0,2070.0]","[0.46438781742062823,0.7774674115456238]"
01/01/2022,MEDICAL,Kolkata,346494,1697,4.0,27.0,"[346494.0,1697.0]","[0.05318482753737354,0.6038175046554934]"
01/01/2022,RETAIL,Mathura,644868,439,6.0,42.0,"[644868.0,439.0]","[0.3833000681530523,0.018156424581005585]"
01/01/2022,INVESTMENTS,Akola,909053,1770,2.0,33.0,"[909053.0,1770.0]","[0.6755892583708765,0.6378026070763501]"
01/01/2022,INVESTMENTS,Madurai,617836,2085,2.0,44.0,"[617836.0,2085.0]","[0.35339238456023575,0.7844506517690876]"
01/01/2022,RETAIL,Kochin,1061405,698,6.0,30.0,"[1061405.0,698.0]","[0.8441485736539772,0.1387337057728119]"
01/01/2022,RESTRAUNT,Buxar,335628,476,5.0,45.0,"[335628.0,476.0]","[0.041162894646002424,0.035381750465549346]"
01/01/2022,RESTRAUNT,Goa,701510,758,5.0,6.0,"[701510.0,758.0]","[0.44596768483196286,0.16666666666666666]"
01/01/2022,PUBLIC,Bhind,490521,726,1.0,13.0,"[490521.0,726.0]","[0.2125335233357821,0.15176908752327747]"
01/01/2022,RETAIL,Lucknow,585086,1544,6.0,43.0,"[585086.0,1544.0]","[0.31715841601685235,0.5325884543761639]"
01/01/2022,RETAIL,Buxar,430384,1271,6.0,45.0,"[430384.0,1271.0]","[0.14599910604437913,0.40549348230912474]"
01/01/2022,MEDICAL,Doda,1198676,951,4.0,11.0,"[1198676.0,951.0]","[0.9960225613156194,0.2565176908752328]"
01/01/2022,INVESTMENTS,Mon,580507,1225,2.0,26.0,"[580507.0,1225.0]","[0.312092298705092,0.3840782122905028]"
01/01/2022,INVESTMENTS,Mathura,711400,1712,2.0,42.0,"[711400.0,1712.0]","[0.45690979014170524,0.6108007448789572]"
01/01/2022,INTERNATIONAL,Mathura,1049051,1012,0.0,42.0,"[1049051.0,1012.0]","[0.8304803462529098,0.2849162011173184]"
01/01/2022,INTERNATIONAL,Durg,950978,2128,0.0,4.0,"[950978.0,2128.0]","[0.7219742700100016,0.8044692737430168]"
01/01/2022,RETAIL,Delhi,742471,2253,6.0,35.0,"[742471.0,2253.0]","[0.49128614545808585,0.8626629422718808]"
01/01/2022,PUBLIC,Banglore,625265,642,1.0,15.0,"[625265.0,642.0]","[0.3616116869208097,0.11266294227188083]"
01/01/2022,INTERNATIONAL,Betul,371321,1814,0.0,17.0,"[371321.0,1814.0]","[0.08065294164505536,0.6582867783985102]"
01/01/2022,RETAIL,Srinagar,745052,2536,6.0,20.0,"[745052.0,2536.0]","[0.49414171409352015,0.994413407821229]"
01/01/2022,MEDICAL,Tirumala,464014,749,4.0,22.0,"[464014.0,749.0]","[0.18320668962037864,0.16247672253258846]"
01/01/2022,INVESTMENTS,Ranchi,1086181,1393,2.0,16.0,"[1086181.0,1393.0]","[0.8715602623449961,0.4622905027932961]"
01/01/2022,RESTRAUNT,Amritsar,968363,1843,5.0,19.0,"[968363.0,1843.0]","[0.7412086988077641,0.6717877094972067]"
01/01/2022,MEDICAL,Kota,965468,2303,4.0,31.0,"[965468.0,2303.0]","[0.7380057266266009,0.8859404096834265]"
01/01/2022,EDUCATION,Amritsar,537323,579,3.0,19.0,"[537323.0,579.0]","[0.26431435374089446,0.08333333333333333]"
01/01/2022,MEDICAL,Bhind,481370,1189,4.0,13.0,"[481370.0,1189.0]","[0.20240903337729352,0.36731843575418993]"
01/01/2022,RETAIL,Ara,1115313,1406,6.0,9.0,"[1115313.0,1406.0]","[0.9037913454474645,0.46834264432029793]"
01/01/2022,PUBLIC,Ludhiana,708314,1485,1.0,24.0,"[708314.0,1485.0]","[0.45349549924323557,0.50512104283054]"
01/01/2022,RESTRAUNT,Ambala,1001859,2508,5.0,3.0,"[1001859.0,2508.0]","[0.7782680273674334,0.9813780260707635]"
01/01/2022,INVESTMENTS,Pune,1141266,1318,2.0,14.0,"[1141266.0,1318.0]","[0.9325052442446075,0.4273743016759777]"
01/01/2022,EDUCATION,Delhi,876936,955,3.0,35.0,"[876936.0,955.0]","[0.6400556288225453,0.25837988826815644]"
